index,"artist","album","genre","type","cover_name",cover_idx
559,"Eric Clapton","Complete Clapton [Disc 2]","Rock","download","EricClapton_The_Complete.jpg",1005
560,"Eric Clapton","Live In San Diego With Special Guest JJ Cale Disc 2","Rock","CD","EricClapton_JJCale.jpg",1016
561,"Eric Clapton","Complete Clapton [Disc 1]","Rock","download","EricClapton_The_Complete.jpg",1004
562,"Eric Clapton","461 Ocean Boulevard","Rock","CD","EricClapton_461 Ocean Boulevard.jpg",1006
563,"Eric Clapton","Unplugged","Rock","CD","Eric_Clapton_Unplugged.jpg",1007
564,"Eric Clapton","Backless","Rock","CD","EricClapton_Backless.jpg",1008
565,"Eric Clapton","Behind The Sun","Rock","CD","EricClapton_Behind The Sun.jpg",1009
566,"Eric Clapton","No Reason To Cry","Rock","CD","eric_clapton_noreasontocry.jpg",1010
567,"Eric Clapton","The Cream Of Clapton","Rock","CD","CreamOfClapton.jpg",1011
568,"Eric Clapton","Live In San Diego With Special Guest JJ Cale Disc 1","Rock","CD","EricClapton_JJCale.jpg",1015
569,"The Hollies","The Hollies' Greatest Hits","Rock","Download","The Hollies' Greatest Hits.jpg",1435
570,"The Hollies","On a Carousel","Rock","CD","Hollies_On_A_Caraousel.jpg",1434
571,"The Hollies","Greatest Hits [Disc 1]","Rock","CD","The Hollies' Greatest Hits.jpg",1436
572,"The Hollies","Greatest Hits [Disc 2]","Rock","CD","The Hollies' Greatest Hits.jpg",1437
573,"The Everly Brothers","Cadence Classics_ Their 20 Greatest Hits","Rock","Download","Cadence Classics_ Their 20 Greatest Hits.jpg",2033
574,"Lester Young","Mean To Me","Jazz","Vinyl","Lester-Young-Mean-To-Me.jpg",1859
575,"Lester Young","Pres","Jazz","Vinyl","LesterYoung_Pres.jpeg",1860
576,"The Righteous Brothers","Anthology 1962-1974 [Disc 2]","Rock","CD","righteous brothers.jpg",1689
577,"The Righteous Brothers","Anthology_ 1962-1974 [Disc 1]","Rock","CD","righteous brothers.jpg",1688
578,"conductor Neil Warner","Man Of La Mancha","rock","Vinyl","manoflamancha.jpg",1382
579,"Clarence Gatermouth Brown","Blackjack","Blues","Download","Blackjack.jpg",2034
580,"The Chieftains","Down The Old Plank Road_ The Nashville Sessions","BlueGrass","CD","Cheiftains Down The Old Plank Road_ The Nashville Sessions.jpg",1831
581,"The Chieftains","The Bells Of Dublin","BlueGrass","CD","Cheiftains Down The Old Plank Road_ The Nashville Sessions.jpg",1830
582,"Lenny Kravitz","LENNY KRAVITZ GREATEST HITS","Rock","CD","lennyKravitz.jpg",1874
583,"The Tremeloes","Here Comes My Baby _ Silence Is Golden (Re-Recorded Versions) - Single","Rock","Download","Here Comes My Baby _ Silence Is Golden (Re-Recorded Versions) - Single.jpg",2035
584,"Arlo Guthrie","Alice's Restaurant","Folk","Vinyl","Alice's Restaurant.jpg",1757
585,"Arlo Guthrie","Running Down The Road","Folk","Vinyl","Running Down The Road.jpg",1758
586,"Andre Kostelanetz and his orchestra","Strauss Waltzes","Classical","Download","Strauss Waltzes.jpg",2047
587,"Marsalis-Branford","Upward Spiral","Jazz","CD","Marsalis_UpwardSpiral.jpg",1916
588,"Lesley Gore","It's My Party_ The Mercury Anthology","Pop","Download","It's My Party_ The Mercury Anthology.jpg",1896
589,"Wilson Pickett","The Exciting Wilson Pickett","R&B","CD","The Exciting Wilson Pickett.jpg",2036
590,"Dave Brubeck","New Wine","Jazz","CD","DaveBruebeck_NewWine.jpg",1780
591,"Dave Brubeck","Dave Brubeck Octet","Jazz","download","DaveBrubeck Octet.jpg",1781
592,"Blind Faith","Blind Faith","Rock","CD","BlindFaith Blind Faith.jpg",2037
593,"The Who","The Who Greatest Hits","Rock","download","Who_Greatest_Hits.jpg",1254
594,"The Who","Who's Next (Bonus Track Version)","Rock","download","Who's Next (Bonus Track Version).jpg",1251
595,"The Who","The Who Sell Out","Rock","CD","The_who_sell_out.jpg",1252
596,"The Who","Live At Leeds","Rock","CD","Who_LiveAtLeeds.jpg",1253
597,"The Who","The Who_ The Ultimate Collection","Rock","Download","Who-ultimatecollectionUK.jpg",1250
598,"The Who","Tommy","Rock","Vinyl","Who_Tommyalbumcover.jpg",1249
599,"Brewer & Shipley","One Toke Over the Line","Rock","Download","One Toke Over the Line.jpg",2038
600,"The Sonics","Here Are The Sonics!!!","Rock","CD","Sonics Here Are The Sonics!!!.jpg",1599
601,"The Sonics","Boom","Rock","CD","Sonics_Boom.jpg",1600
602,"The Sonics","This Is the Sonics","Rock","CD","Sonics Here Are The Sonics!!!.jpg",1601
603,"Bruce Springsteen & The E Street Band","Hammersmith Odeon, London '75","Rock","download","BruceSpringsteen_Hammersmith_Odeon,_London_'75.jpg",1136
604,"Bill Withers","Bill Withers' Greatest Hits","R&B","Download","Bill Withers Hits.jpg",1846
605,"Bill Withers","Still Bill [Bonus Tracks]","R&B","CD","Bill Withers Still Bill.jpg",1845
606,"Neil Young","Tonight's The Night","Rock","CD","NeilYoung_Tonights_The_Night.jpg",1556
607,"Neil Young","Living With War","Rock","CD","NeilYoung_LivignWithWar.jpg",1557
608,"Neil Young","Live On Air The Lost Tapes Vol. 2","Rock","download","NeilYoung_TheLostTapes_Young.jpg",1558
609,"Sonny Rollins","Saxophone Colossus","Jazz","CD","SonnyRollins_Saxophone Colossus.jpg",1290
610,"Sonny Rollins","Global Warming","Jazz","CD","Sonny_Rollins_Global_Warming.jpg",1289
611,"Sonny Rollins","Mambo Bounce","Jazz","CD","SonnyRollins_Mambo_Bounce.jpeg",1288
612,"Sonny Rollins","This Is What I Do","Jazz","CD","SonnyRollins This Is What I Do.jpg",1286
613,"Sonny Rollins","Easy Living","Jazz","Vinyl","SonnyRollins_Easy_Living.jpg",1287
614,"Keith Jarrett","Solo Concerts_ Lausanne [Disc 2]","Jazz","CD","Keith Jarrett Solo Concerts_ Lausanne",1440
615,"Keith Jarrett","La Scala","Jazz","CD","Keith Jarrett La Scala.jpg",1438
616,"Keith Jarrett","Solo Concerts_ Bremen [Live]","Jazz","CD","Keith Jarrett Solo Concerts_ Lausanne",1439
617,"Keith Jarrett","Vienna Concert [Live]","Jazz","CD","Keith Jarrett Vienna Concert [Live].jpg",1441
618,"Paul McCartney","Ram [Disc 2]","Pop","CD","PaulMcCartney Ram.jpg",1816
619,"Paul McCartney","Ram","Pop","CD","PaulMcCartney Ram.jpg",1815
620,"Wayne Fontana & The Mindbenders","Hit's of the 60s (New Stereo Recordings by the Original Artists)","Rock","download","Hit's of the 60s (New Stereo Recordings by the Original Artists).jpg",940
621,"Wayne Fontana & The Mindbenders","20th Century Masters - The Millennium Collection_ Wayne Fontana & The Mindbenders","Rock","Download","20th Century Masters - The Millennium Collection_ Wayne Fontana & The Mindbenders.jpg",1864
622,"Jacques Brel","Brel","French Pop","Vinyl","Brel.jpg",2039
623,"Journey","Greatest Hits","Rock","Download","TomPetty Greatest Hits.jpg",1303
624,"Bob Forrest","Modern Folk and Blues Wednesday","Blues","Download","Modern Folk and Blues Wednesday.jpg",2040
625,"Rita Coolidge","Live At The Fillmore East_1970","Country","download","Rita Coolige.jpeg",2041
626,"John Denver","The Best Of John Denver Live","Country","CD","JohnDenver_BestOfLive.jpeg",1887
627,"Booker T. Jones","Just a Friend [feat. Biz Markie, Matt Berninger, and Sharon Jones] - Single","Rock","Download","Booker_T_Jones-The_Road_From_Memphis.jpg",2042
628,"Joan Baez","Noel","Folk","Vinyl","Joan Baez Noel.jpeg",1219
629,"Joan Baez","Gulf Winds(8_29_2004 1_30_11 PM)","Folk","Vinyl","JoanBaez Gulf Winds.jpg",1220
630,"Joan Baez","1st 10 years","Folk","Vinyl","JoanBaez_10years.jpg",1221
631,"Joan Baez","Blessed Are","Folk","Vinyl","JoanBaez Blessed_Are.jpg",1222
632,"Joan Baez","Farewell, Angelina","Folk","Vinyl","JoanBaez_Farewell_Angeline.jpeg",1223
633,"Joan Baez","Any Day  Now","Folk","Vinyl","JoanBaez_Any Day Now.jpg",1224
634,"Freddie & The Dreamers","The Ultimate Collection","Pop","Download","Yard birds The Ultimate Collection.jpg",955
635,"_ & The Mysterians","The Best Of _ & The Mysterians_ Cameo Parkway 1966-1967","Rock","download","Cameo Parkway: The Best of ? & the Mysterians, 1966-1967.jpeg",1862
636,"_ & The Mysterians","Cameo Parkway_ The Best of _ & the Mysterians, 1966-1967","Rock","Download","Cameo Parkway: The Best of ? & the Mysterians, 1966-1967.jpeg",1863
637,"Steely Dan","Everything Must Go","Rock","Download","Steeley Dan Everything Must Go.jpg",1690
638,"Steely Dan","A Decade Of Steely Dan","Rock","download","Steeley Dan A Decade Of Steely Dan.jpg",1691
639,"Van Morrison","Moondance","Rock","Download","Van_Morrison_MoonDance.jpg",1045
640,"Van Morrison","Van Morrison - The Movie Hits","Rock","Download","VanMorrison_Movies.jpg",1046
641,"Van Morrison","Pay the Devil","Rock","Download","VanMorrison_Paydevil.jpg",1047
642,"Van Morrison","Born To Sing_ No Plan B","Rock","download","VanMorrison_Borntosingnoplanb.jpg",1048
643,"Van Morrison","The Movie Hits","Rock","Download","VanMorrison_Movies.jpg",1049
644,"Van Morrison","The Best of Van Morrison, Vol. 3","Rock","Download","VanMorrison_Best_of_van_morrison_3.jpg",1050
645,"Van Morrison","Astral Weeks","Rock","CD","VanMorrison_AstralWeeks.jpg",1051
646,"Van Morrison","Blowin' Your Mind!","Rock","Download","VanMorrison_Blowin.yourmind.jpg",1052
647,"38 Special","The Very Best of the A&M Years (1977-1988)","Rock","Download","The Very Best of the A&M Years (1977-1988).jpg",2043
648,"A Fielder Boston Pops","The Blue Danube","Classical","Download","Bonston Pops Blue Danube.jpg",1610
649,"Pat Metheny","One Quiet Night","Jazz","CD","Methany_OneQuietNight.jpg",1535
650,"Pat Metheny","80_81","Jazz","Vinyl","PatMethany_80-81.jpg",1534
651,"Pat Metheny","Orchestrion","Jazz","CD","PatMetheney_Orchestrion.jpg",1536
652,"Dropkick Murphys","The Gang's All Here","Rock","Download","Dropkick_GangsAllHere.jpg",1055
653,"Dropkick Murphys","The Singles Collection, Vol. 2","Rock","Download","DropKick_singles.jpg",1056
654,"Dropkick Murphys","Tessie - EP","Rock","Download","Dropkick_Tessie.jpg",1057
655,"Dropkick Murphys","Blackout","Rock","Download","Dropkick_Blackout.jpg",1054
656,"Dropkick Murphys","The Warrior's Code","Rock","Download","Dropkick_WarriorsCode.jpg",1053
657,"Dropkick Murphys","Dropkick Murphys_ The Singles Collection, Vol. 1 - 1996-1997","Rock","Download","DropKick_singles.jpg",1058
658,"Dropkick Murphys","Live On St.Patrick's Day","Rock","Download","DropkickMurphys-StPatricksDayLive.jpg",1059
659,"Dropkick Murphys","Sing Loud, Sing Proud!","Rock","Download","Dropkick_SingLoud.jpg",1060
660,"Dropkick Murphys","The Meanest of Times (Deluxe Edition)","Rock","Download","Dropkick meanest_of_times.jpg",1061
661,"Dropkick Murphys","Dropkick Murphys _ the Business Split Release_ Mob Mentality","Rock","Download","Dropkick Mob.jpg",1062
662,"Dropkick Murphys","Do or Die","Rock","Download","Dropkick_Do or Die.jpg",1063
663,"Judy Collins","Whales & Nightingales","Folk","download","udyCollins Whales & Nightingales.jpg",1213
664,"Judy Collins","Strangers Again","Folk","CD","JudyCollins_StrangersAgain.jpg",1212
665,"Judy Collins","Both Sides Now_ The Very Best Of","Folk","CD","JudyCollins_Bothsides.jpg",1211
666,"Judy Collins","Bohemian","Folk","CD","JudyCollins Bohemian.jpg",1216
667,"Judy Collins","Judy Collins From Vinyl","Folk","download","JudyCollin_1970.jpg",1210
668,"Judy Collins","Both Sides Now - The Very Best Of [Disc 2]","Folk","CD","JudyCollins_Bothsides.jpg",1218
669,"Linda Ronstadt","Don't Cry Now","Country","CD","LindaRonstadt_Dont Cry Now.jpg",1237
670,"Linda Ronstadt","Just One Look_ Classic Linda Ronstadt","Country","CD","LindaRonstadt_JustOneLookClassic.jpeg",1238
671,"Linda Ronstadt","Simple Dreams","Country","CD","LindaRonstadt_Simple_Dreams_Album_Cover.jpg",1239
672,"Linda Ronstadt","Duets","Country","CD","LindaRonstadt_Duets.jpg",1240
673,"Linda Ronstadt","Silk Purse","Country","Download","LindaRonstadt Silk Purse.jpg",1241
674,"Linda Ronstadt","Heart Like A Wheel","Country","Vinyl","LindaRonstadt_Heart Like A Wheel.jpg",1242
675,"Prairie Flyer","Just an Old Dog","Country","Download","PrairieFlyer_oldDog.jpg",1634
676,"The Chi-Lites","The Chi-Lites_ 20 Greatest Hits","R&B","Download","The Chi-Lites_ 20 Greatest Hits.jpg",1897
677,"Stravinsky","The Firebird","Classical","Vinyl","Stravinsky_Firebirdd.jpeg",2044
678,"Canned Heat","Blues Selects","Rock","CD","Blues Selects.jpg",942
679,"Canned Heat","The Best of Canned Heat","Rock","Download","The Best of Canned Heat.jpg",1775
680,"Big Brother & the Holding Company_Janis Joplin","Janis Joplin's Greatest Hits [10 Tracks]","Rock","CD","JanisJoplin_greatesthits.jpg",1825
681,"The Pointer Sisters","Breakout","Rock","Vinyl","Pointer_Sisters_Breakout.jpg",1926
682,"Don Cherry & John Coltrane","The Avant-Garde 6_28_60,7_8_60","rock","download","DonCherry_JohnColtrane_aventeGarde.jpg",972
683,"Angele Dubeau & La Pieta","Infernal Violins","Classical","Download","Infernal Violins.jpg",2045
684,"Waylon Jennings & Willie Nelson","Waylon & Willie (Remastered)","Country","Download","Waylon and Willie.jpeg",1352
685,"Bobby Rydell","Rock Masters_ Bobby Rydell","Rock","Download","Bobbly Rydell.jpeg",1627
686,"Ace Frehley","Ace Frehley","Rock","CD","Ace Frehley.jpg",2046
687,"The Supremes","Gold [Disc 2]","R&B","CD","Supremes_Gold.jpg",1722
688,"The Supremes","Gold [Disc 1]","R&B","CD","Supremes_Gold.jpg",1721
689,"Lori McKenna","Bittertown","Country","Download","Bittertown.jpg",2049
690,"Jerry Lee Lewis","I Am What I Am","RockaBilly","Download","JerryLeeLewisI Am What I Am.jpg",1812
691,"Jerry Lee Lewis","Jerry Lee's Greatest","RockaBilly","Download","JerryLeeLewisI Jerry Lee's Greatest.jpg",1811
692,"Jason Isbell & The 400 Unit","The Nashville Sound","Rock","CD","JasonIsbell_The Nashville Sound.jpg",1919
693,"Grand Funk Railroad","Closer To Home [2002 Reissue]","Rock","CD","Grandfunk_Closer To Home [2002 Reissue].jpg",1694
694,"Grand Funk Railroad","Grand Funk Railroad Greatest Hits","Rock","Download","GrandFunkRailroad_greatesthits.jpg",1695
695,"The Belle Brigade","Where Not to Look for Freedom - Single","Rock","Download","Where Not to Look for Freedom - Single.jpg",2050
696,"Joe Louis Walker","J.L.W_","Jazz","CD","J.L.W..jpg",2051
697,"Bill Haley & His Comets","20th Century Masters - The Millennium Collection_ Best of Bill Haley & His Comets","RockaBilly","Download","20th Century Masters - The Millennium Collection_ Best of Bill Haley & His Comets.jpg",1621
698,"Loggins And Messina","Loggins And Messina","Rock","Download","LogginsAndMessina.jpg",1876
699,"The Wailin' Jennys","Bright Morning Stars","Folk","download","Wailin Jennys Bright Morning Stars.jpg",1585
700,"The Wailin' Jennys","Firecracker","Folk","Download","Wailin Jennys Firecracker.jpg",1584
701,"The Wailin' Jennys","40 Days","Folk","Download","Wailin Jennys 40 Days.jpg",1583
702,"Leo Sayer","Leo Sayer","Pop","Vinyl","LeoSayer.jpeg",2052
703,"Stephen King","Disc 4 The Dark Tower 7_ The Dark Tower 4 Of 24","Audio Book","download",NULL,NULL
704,"Chuck Berry","The Anthology","Rock","Download","ChuckBerry The Anthology.jpg",1855
705,"Chuck Berry","The Best of Chuck Berry","Rock","Vinyl","chuck_berry.jpg",1856
706,"Max Reger","Le Chant Du Monde 1983","rock","Vinyl","Le Chant Du Monde 1983.jpg",935
707,"Donovan","A Gift From A Flower To A Garden","Folk","Vinyl","Donovan_From_the_Garden.jpeg",1736
708,"Donovan","Sunshine Superman","Folk","Download","Donovan Sunshine Superman.jpg",1737
709,"Sting & The Police","The Very Best of Sting & The Police","Rock","Download","The Very Best of Sting & The Police.jpg",1630
710,"Jan & Dean","The Best of Jan & Dean (Re-recorded Version)","Rock","Download","The Best of Jan & Dean (Re-recorded Version).jpg",2053
711,"Savoy Brown","Hellbound Train","Blues","Download","SavoyBrown Hellbound Train.jpg",1193
712,"Savoy Brown","Boogie Brothers","Blues","download","SavoyBrown Boogie Brothers.jpg",1192
713,"Savoy Brown","A Step Further","Blues","Download","SavoyBrown A Step Further.jpg",1191
714,"Savoy Brown","The Savoy Brown Collection - Featuring Kim Simmonds","Blues","Download","SavoyBrown The Savoy Brown Collection - Featuring Kim Simmonds.jpg",1188
715,"Savoy Brown","Tell Mama (Live)","Blues","download","SavoyBrown Tell Mama (Live).jpg",1189
716,"Savoy Brown","Looking In","Blues","Download","SavoyBrown Looking In.jpg",1190
717,"Nirvana","Incesticide","Rock","CD","Incesticide.jpg",2054
718,"Tony Bennett","Snowfall - The Tony Bennett Christmas Album","Pop","Download","TonyBennett XMas.jpg",2055
719,"Stevie Ray Vaughan","Martin Scorsese Presents_ Stevie Ray Vaughan","Blues","Download","Martin Scorsese Presents_ Stevie Ray Vaughan.jpg",1373
720,"Chad & Jeremy","60's Jukebox Hits - Vol. 3","Rock","Download","60's Jukebox Hits - Vol. 3.jpg",1847
721,"Chad & Jeremy","The Sunshine Collection","Rock","Download","The Sunshine Collection.jpg",1848
722,"Alison Krauss & Union Station","Paper Airplane","Country","CD","Paper Airplane.jpg",1553
723,"Alison Krauss & Union Station","New Favorite","Country","Download","Krauss New Favorite.jpg",1554
724,"Emerson, Lake & Palmer","Emerson, Lake & Palmer","Rock","CD","EmersonlakePalmer_cover.jpg",2056
725,"The Lettermen","All-Time Greatest Hits","Pop","CD","The Neil Diamond The Collection.jpg",1746
726,"Charles Dutoit, Kyung Wha Chung & Philharmonia Orchestra","Saint-Saens_ Danse Macabre","Classical","Download","Saint-Saens_ Danse Macabre.jpg",2057
727,"Devin Duval","Fordham Session","Jazz","CD",NULL,NULL
728,"Devin Duval","Senior Recital","Jazz","CD",NULL,NULL
729,"Devin Duval","MTEC-111 Portfolio","Jazz","download",NULL,NULL
730,"Devin Duval","Audition Tape","Jazz","CD",NULL,NULL
731,"Devin Duval","Devin Duval Album (7_14_2008 9_22_53 PM)","Jazz","CD",NULL,NULL
732,"Crooked Still","Shaken By A Low Sound","BlueGrass","CD","CrookedStill_Shaken By A Low Sound.jpg",1701
733,"Crooked Still","Some Strange Country","BlueGrass","download","CrookedStill_Strange_Country.jpg",1700
734,"The Quintet","V.S.O.P","Jazz","Download","V.S.O.P.jpg",2080
735,"Boston","Boston_ Greatest Hits","Rock","Download","Boston Greatest_Hits.jpg",1611
736,"Boston","Life, Love & Hope","Rock","CD","Boston Life, Love & Hope.jpg",1612
737,"Boston","Boston","Rock","CD","Boston.jpg",1613
738,"Spanky & Our Gang","The Best Of Spanky & Our Gang 20th Century Masters The Millennium Collection","Rock","CD","SpankAndOurGang_TheBestOf.jpg",1629
739,"Sarah McLachlan","Wintersong","Pop","Download","Wintersong.jpg",2058
740,"Branford Marsalis & Orpheus Chamber Orchestra","Creation","Classical","Download","BranfordMarsalis Creation.jpg",1518
741,"Stray Birds","The Stray Birds","Country","CD","The Stray Birds.jpg",2059
742,"Freddy Fender","Golden Legends_ Freddy Fender Live","TexMex","Download","Golden Legends_ Freddy Fender Live.jpg",2060
743,"The Troggs","Wild Thing","Rock","Download","Troggs_Wild_Thing.png",1905
744,"City and Colour","Fragile Bird - Single","Pop","Download","Fragile Bird - Single.jpg",1903
745,"Strawberry Alarm Clock","Incense & Peppermints","Rock","Download","Incense & Peppermints.jpg",2061
746,"Tina Turner","Private Dancer","Rock","Vinyl","Private Dancer.jpg",2062
747,"U2","U218 Singles (Deluxe Version)","Rock","Download","U2 18 Singles (Deluxe Version).jpg",1834
748,"U2","Songs of Innocence","Rock","Download","U2 Songs of Innocence.jpg",1833
749,"Alvin Lee & Richard Newman","Still On the Road To Freedom","rock","Download","Still On the Road To Freedom.jpg",1476
750,"Neil Warner","Man Of La Mancha","Sound Track","Vinyl","manoflamancha.jpg",1382
751,"Texas Tornados","Zone of Our Own","TexMex","Download","TexasTornados_Zone of Our Own.jpg",1761
752,"Texas Tornados","Live from Austin, TX_ Texas Tornados","TexMex","Download","Texas Tornados_Live from Austin, TX_.jpg",1762
753,"Johnny Mathis","Merry Christmas","Pop","Download","Merry Christmas.jpg",2063
754,"Steve Miller Band","Greatest Hits_ 1974-1978","Rock","Download","SteveMillerBand_Greatest_Hits-1974-78.jpg",1917
755,"Queenryche","Take Cover","Rock","CD","Queenryche_Takecover.jpg",1339
756,"Peter Bjorn and John","Eyes - Single","Pop","Download","Peter Bjorn and John Eyes.jpg",2064
757,"The Pretenders","Break Up The Concrete","Alternative","CD","Pretenders_BreakUpcon.jpg",1787
758,"The Pretenders","Alone","Alternative","CD","Pretenders_The_Pretenders_Alone.jpg",1786
759,"Eagles","Their Greatest Hits","Rock","download","Eagles_Their_Greatest_Hits.jpg",1073
760,"Eagles","One of These Nights","Rock","Download","Eagles_One Of These Nights.jpg",1074
761,"Eagles","Hotel California","Rock","Download","Eagles_Hotel California.jpg",1075
762,"Eagles","Eagles","Rock","Download","Eagles.jpg",1076
763,"Eagles","On The Border","Rock","CD","Eagles_TheEagles-OntheBorder.jpg",1078
764,"Eagles","Long Road Out Of Eden [Disc 2]","Rock","Download","eagles_long_road.jpg",1079
765,"Eagles","Long Road Out Of Eden [Disc 1]","Rock","Download","eagles_long_road.jpg",1080
766,"Eagles","Hell Freezes Over","Rock","CD","Eagles_Hell Freezes Over.jpg",1077
767,"Michael Martin Murphey","Cowboy Songs 3","Country","CD","MichaelMurphey_CowBoysongs.jpg",1869
768,"Iggy & The Stooges","Ready To Die","Punk","CD","Iggy and the Stooge Ready To Die.jpg",1404
769,"REO Speedwagon","Hi Infidelity (30th Anniversary Edition)","Rock","CD","Hi Infidelity (30th Anniversary Edition).jpg",2065
770,"The Honeycombs","Have I the Right - The Very Best of the Honeycombs","Pop","download","Have I the Right - The Very Best of the Honeycombs.jpg",2066
771,"Madeleine Peyroux","The Blue Room","Jazz","Download","Madeleine Peyroux The Blue Room.jpg",1913
772,"The Jazz Crusaders","Free As The Wind","Jazz","Vinyl","JazzCrusaders_Free As the Wind.jpg",1194
773,"The Jazz Crusaders","The Best Of The Jazz Crusaders 1961 - 1965","Jazz","Download","JazzCrusaders_Jazz_Crusaders_1961-1965.jpg",1195
774,"The Jazz Crusaders","Southern Comfort","Jazz","Vinyl","JazzCrusaders_Southern Comfort.jpg",1196
775,"The Jazz Crusaders","Crusaders 1","Jazz","Vinyl","JazzCrusaders_Crusader 1.jpg",1197
776,"The Jazz Crusaders","Live at the Lighthouse '66","Jazz","Download","JazzCrusaders Live at the Lighthouse '66.jpg",1199
777,"The Jazz Crusaders","The Best of the Jazz Crusaders","Jazz","Download","JazzCrusaders_The Best Of The Jazz Crusaders.jpg",1198
778,"Mountain Heart","Road That Never Ends_ The Live Album","BlueGrass","CD","MountainHeart Road That Never Ends_ The Live Album.jpg",1309
779,"Harry Nilsson","Personal Best - The Harry Nilsson Anthology","Rock","Download","Harry Nilsson Personal Best.jpg",1776
780,"Harry Nilsson","Nilsson Schmilsson (Remastered)","Rock","Download","Nilsson Schmilsson.png",1777
781,"Roy Orbison","For the Lonely_ 18 Greatest Hits","Rock","Download","For the Lonely_ 18 Greatest Hits.png",2081
782,"Armik","Serenata","Pop","Download","Serenata.jpg",1932
783,"The Surfaris","The Sunshine Collection","Rock","Download","The Sunshine Collection.jpg",1848
784,"The Ozark Mountain Daredevils","Greatest Hits (Re-Recorded Versions)","Rock","Download","Greatest Hits (Re-Recorded Versions).jpg",2082
785,"Eilen Jewell","Letters from Sinners & Strangers","Country","Download","EilenJewell Letters from Sinners & Strangers.jpg",1720
786,"Eilen Jewell","Sea Of Tears","Country","CD","EiienJewel_SeaOfTears.jpg",1718
787,"Jimmy Buffet","Livign And Dying In Three Quarter Time","Country","Vinyl","Buffett_LivingAndDying.jpeg",1658
788,"Jimmy Buffet","Son Of A Sailor","Country","Vinyl","Buffet_sonOfaSailure.jpg",1659
789,"Jimmy Buffet","Changes In Latitudes-Havana Day Dreamin","Country","Vinyl","Buffet_changes in lattitude.jpg",1660
790,"Wrabel","Sideways - Single","Pop","Download","Sideways - Single.jpg",2083
791,"The Paul Butterfield Blues Band","The Butterfield Blues Band Live","Blues","Vinyl","Butterfield Blues Band Live.jpeg",1409
792,"The Paul Butterfield Blues Band","Butterfield Blues Band Live","Blues","Vinyl","PaulButterfield 1965.jpg",1411
793,"The Paul Butterfield Blues Band","East-West","Blues","Vinyl","PaulButterfield_East-West.jpg",1412
794,"The Paul Butterfield Blues Band","The Paul Butterfield Blues Band","Blues","Vinyl","PaulButterfield Blues Band.jpg",1413
795,"Compilations","IBMA Blue Grass Sample","Country","CD","IBMA Blue Grass Sample.jpg",919
796,"Compilations","Marianne Faithfull_ Greatest Hits","Country","download","Marianne Faithfull_ Greatest Hits.jpg",920
797,"Compilations","The Art Of McCartney [Disc 1]","Country","download","the Art Of McCartney.jpg",921
798,"Compilations","Easy Rider (Soundtrack from the Motion Picture) [Deluxe Edition]","Country","Download","Easy Rider (Soundtrack from the Motion Picture) [Deluxe Edition].jpg",923
799,"Compilations","20th Century Masters - The Millennium Collection_ The Best of Dusty Springfield","Country","Download","20th Century Masters - The Millennium Collection_ The Best of Dusty Springfield.jpg",924
800,"Compilations","The Art Of McCartney [Disc 2]","Country","download","the Art Of McCartney.jpg",922
801,"Compilations","Crispian St. Peters Greatest Hits","Country","Download","Crispian St. Peters Greatest Hits.jpg",925
802,"Compilations","Crossroads Guitar Festival 2013 [Live] [Disc 2]","Country","CD","ericclapton_crossroad.jpg",926
803,"Compilations","50's Rock","Country","Tape","50's Rock.jpg",928
804,"Compilations","I'm Not There [Disc 1]","Country","CD","Im_Not_There_Soundtrack_Cover.jpg",930
805,"Compilations","Gypsy Soul New Flamenco","Country","download","Gypsy Soul New Flamenco.jpg",932
806,"Compilations","Crossroads Guitar Festival 2013 [Live] [Disc 1]","Country","CD","ericclapton_crossroad.jpg",927
807,"Compilations","I'm Not There [Disc 2]","Country","CD","Im_Not_There_Soundtrack_Cover.jpg",931
809,"Compilations","Back to the 60's, Vol. 1_ 18 Flashback Memories (Re-Recorded Versions)","Country","Download","Back to the 60's, Vol. 1_ 18 Flashback Memories (Re-Recorded Versions).jpg",933
810,"Compilations","Delta Lady The Anthology","Country","download","Delta Lady_ The Rita Coolidge Anthology [Disc 2].jpg",934
811,"Compilations","Le Chant Du Monde 1983","Country","Vinyl","Le Chant Du Monde 1983.jpg",935
812,"Compilations","The 50 Greatest Pieces of Classical Music","Country","Download","The 50 Greatest Pieces of Classical Music.jpg",936
813,"Compilations","Time Signatures_ A Retrospective (1)","Country","download","Time Signatures A Retrospective.jpg",937
814,"Compilations","Dave Mason The Definitive Collection","Country","CD","DaveMason_DefintiveCollection.jpeg",938
815,"Compilations","The Departed","Country","CD","The Departed.jpg",939
816,"Compilations","Hit's of the 60s (New Stereo Recordings by the Original Artists)","Country","download","Hit's of the 60s (New Stereo Recordings by the Original Artists).jpg",940
817,"Compilations","Blues Selects","Country","CD","Blues Selects.jpg",942
818,"Compilations","20th Century Rocks_ 60's Rock Bands - Wild Thing (Re-Recorded Versions)","Country","download","20th Century Rocks_ 60's Rock Bands - Wild Thing (Re-Recorded Versions).jpg",943
819,"Compilations","More Solid Gold 60s Volume 2","Country","Download","More Solid Gold 60s Volume 2.jpg",944
820,"Compilations","Masked & Anonymous","Country","CD","Masked And Anonymous.jpg",945
821,"Compilations","Iron Butterfly Hits","Country","Download","IronButterfly_Inagaddadavida.jpeg",946
